V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q17,tol1,tol2,tol3,tol4,tol5,tol6,tol7,tol8,tol9,lvl1,lvl2,lvl3,lvl4,growth1,growth2,growth3,growth4,fix1,fix2,fix3,fix4,fix5,fix6,fix7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,redist1,redist2,redist3,redist4,competent,confident,independent,competitive,intelligent,tolerant,warm,good.natured,sincere,wg1,wg2,wg3,wg4,wg5,emp1,emp2,emp3,emp4,emp5,emp6,pt1,pt2,pt3,gender,age,ethnicity,income,ideology,social.iss,econ.iss,partyID
R_3QRfLPy1OoPaSUZ,Default Response Set,Anonymous,,,108.65.109.200,0,21/02/2017 10:20,21/02/2017 10:28,1,1,6,4,6,7,2,3,1,2,6,3,5,6,6,5,5,4,5,4,3,4,2,3,4,3,4,4,5,4,4,4,4,4,4,3,4,3,4,4,4,3,3,4,3,4,3,4,3,1,1,1,1,4,3,4,3,2,3,2,2,3,2,3,4,2,2,2,4,3,3,1,32,WHITE,7,3,4,4,1
R_56bFmXBPG0H87ZP,Default Response Set,Anonymous,,,143.104.225.123,0,21/02/2017 10:20,21/02/2017 10:29,1,1,6,5,6,6,2,1,2,1,4,2,5,4,6,4,4,3,4,2,3,4,3,2,2,5,3,2,2,2,4,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,4,4,5,3,4,3,4,4,2,1,1,4,4,3,2,31,Chinese,3,3,2,3,1
R_3fO7xREDP66G0cd,Default Response Set,Anonymous,,,69.23.45.140,0,21/02/2017 10:22,21/02/2017 10:31,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,3,7,7,4,1,1,3,1,2,1,7,1,1,1,1,5,3,3,2,2,3,3,2,4,3,3,4,3,4,4,4,4,4,4,1,4,4,4,3,5,4,5,6,5,7,7,2,1,5,5,2,1,2,5,5,5,2,26,Caucasian and Asian,2,9,9,9,4
R_4YevQD2b2rFCkdf,Default Response Set,Anonymous,,,159.39.42.108,0,21/02/2017 10:24,21/02/2017 10:31,1,1,7,7,7,7,4,1,1,1,7,2,2,2,6,5,6,2,4,5,3,5,3,4,3,4,3,4,2,4,4,4,4,3,3,3,2,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,2,4,4,2,2,1,3,3,3,2,24,African American,4,4,4,4,1
R_6rlJdua7NA3Br3n,Default Response Set,Anonymous,,,162.27.66.130,0,21/02/2017 10:25,21/02/2017 10:31,1,1,3,5,7,5,2,2,2,2,6,2,2,6,6,3,5,2,6,2,2,2,2,6,2,6,2,2,2,2,3,3,2,2,3,2,3,2,3,2,3,2,2,2,4,4,4,4,4,1,3,2,3,3,2,2,2,2,2,2,4,6,3,4,4,2,2,2,3,3,3,2,48,African American,9,2,5,2,1
R_cTSyPfx6RqcCkYt,Default Response Set,Anonymous,,,208.180.238.130,0,21/02/2017 10:29,21/02/2017 10:34,1,1,6,5,6,5,2,2,4,3,5,3,4,2,5,5,4,2,2,3,3,6,4,1,3,5,4,4,4,3,4,4,4,3,2,4,2,4,3,4,3,4,4,4,3,3,2,2,3,3,5,5,3,4,4,4,4,2,1,4,2,5,2,4,4,2,1,1,3,4,4,1,23,white,5,2,2,6,2
R_d0a60caPpsm01Zr,Default Response Set,Anonymous,,,66.244.77.57,0,21/02/2017 10:30,21/02/2017 10:35,1,1,3,1,1,1,1,7,7,7,1,7,5,7,7,5,7,7,7,7,7,7,7,1,7,2,1,5,5,5,1,5,1,1,5,3,5,4,1,1,5,1,1,1,4,1,2,2,5,5,2,5,5,5,1,5,2,1,1,2,1,1,2,4,5,1,4,5,1,3,3,1,28,white,3,5,5,7,3
R_9pLUDqK4alkSjfD,Default Response Set,Anonymous,,,104.48.184.101,0,21/02/2017 10:28,21/02/2017 10:36,1,1,5,3,5,3,6,3,3,3,3,3,3,5,5,5,5,3,2,5,6,6,6,2,3,5,2,4,3,2,2,4,3,4,2,3,4,3,3,3,3,2,4,3,2,1,2,2,3,3,2,2,2,3,3,3,4,2,3,2,3,6,2,4,4,2,2,2,4,4,4,1,42,White,5,6,5,7,3
R_6yUYlykh5jFOlEx,Default Response Set,Anonymous,,,99.37.173.196,0,21/02/2017 10:31,21/02/2017 10:36,1,1,5,3,3,5,6,3,5,5,2,5,5,1,3,5,5,5,2,3,3,6,2,1,3,3,4,2,4,3,4,4,4,2,2,3,3,4,4,4,4,4,5,4,2,2,2,2,3,3,3,3,3,3,3,3,3,1,2,1,3,7,2,4,4,2,1,1,5,5,5,1,31,white,7,6,4,7,3
R_0oFDBMZGkQOZ27j,Default Response Set,Anonymous,,,71.116.24.199,0,21/02/2017 10:28,21/02/2017 10:37,1,1,3,3,3,3,4,3,3,3,4,2,4,5,5,4,5,2,5,4,4,5,5,3,4,4,3,2,2,3,3,2,3,3,2,3,2,4,3,3,3,3,3,3,3,3,3,2,3,3,3,1,4,3,4,4,3,3,2,4,3,3,2,4,4,4,2,1,4,4,1,2,54,WHITE,5,4,4,4,1
R_3Ff8tndI3VZxcVv,Default Response Set,Anonymous,,,50.166.21.121,0,21/02/2017 10:36,21/02/2017 10:39,1,1,6,6,6,6,2,2,3,1,6,3,2,5,6,6,5,2,5,2,2,3,2,3,2,5,3,2,3,4,4,4,3,3,4,3,3,4,4,4,4,3,2,4,3,3,4,3,3,3,4,3,4,4,4,4,4,4,2,3,3,3,4,4,4,2,2,2,4,3,2,1,44,White,3,3,2,4,1
R_0j25wAgtUZ0TxMV,Default Response Set,Anonymous,,,72.87.75.225,0,21/02/2017 10:35,21/02/2017 10:39,1,1,6,6,5,6,2,3,2,3,5,3,5,3,6,4,6,3,5,5,3,5,3,2,3,5,4,1,4,4,4,5,4,2,4,4,3,4,4,5,4,4,5,4,3,3,4,3,5,4,5,3,4,3,5,4,5,6,7,5,5,6,2,4,4,3,1,1,3,4,4,1,26,united states Caucasian ,11,2,2,2,1
R_e5wsDU6mokC8Pxr,Default Response Set,Anonymous,,,73.217.38.207,0,21/02/2017 10:33,21/02/2017 10:40,1,1,6,6,7,7,1,1,1,1,6,1,1,7,7,1,6,1,6,1,1,5,1,1,1,7,4,5,4,4,4,5,4,4,4,5,5,5,5,5,4,5,5,5,3,3,3,3,4,1,3,1,4,4,3,4,3,1,1,1,3,1,1,5,5,1,1,1,5,5,5,2,57,White/Caucasian,6,6,6,6,3
R_4PjMm0mO4qQ9N8p,Default Response Set,Anonymous,,,66.146.250.64,0,21/02/2017 10:36,21/02/2017 10:41,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,1,7,1,7,1,1,6,1,1,1,4,5,4,3,3,5,4,4,4,2,4,4,4,5,4,4,5,5,5,4,4,4,4,2,2,1,1,2,3,2,3,4,6,1,1,1,6,1,5,5,4,1,1,5,5,5,1,28,White,3,4,4,4,2
R_ah5j2ar0HOuAU5L,Default Response Set,Anonymous,,,104.129.196.157,0,21/02/2017 10:37,21/02/2017 10:41,1,1,6,6,7,6,2,1,2,2,6,2,2,5,7,3,6,2,6,2,2,6,2,3,2,6,3,2,3,4,4,3,4,2,2,4,2,4,3,4,2,4,4,4,3,3,3,3,3,1,4,2,3,3,2,2,3,3,2,5,3,5,2,4,5,2,2,1,3,4,3,1,33,caucasian,7,3,3,5,2
R_9sEj6hq8wxWSRZr,Default Response Set,Anonymous,,,73.248.38.115,0,21/02/2017 10:34,21/02/2017 10:41,1,1,5,6,6,6,1,2,1,2,6,1,1,2,7,6,3,2,6,3,5,5,3,3,3,5,1,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,3,3,3,2,4,3,3,3,4,2,2,1,1,1,2,6,2,4,4,2,1,1,3,2,2,2,52,white,1,6,6,4,3
R_37Pu3t4XudA7RlP,Default Response Set,Anonymous,,,65.129.68.87,0,21/02/2017 10:39,21/02/2017 10:42,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,1,7,1,7,1,1,6,1,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,2,4,7,2,4,5,1,1,1,5,5,5,3,23,White,1,1,1,1,2
R_a4CDUhRhyM8OQfz,Default Response Set,Anonymous,,,175.177.5.124,0,21/02/2017 10:36,21/02/2017 10:42,1,1,5,6,5,5,2,2,2,3,6,3,3,4,6,7,4,2,3,5,3,7,4,1,3,6,3,1,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,3,2,2,2,3,1,5,5,3,1,4,4,4,1,1,5,5,7,2,4,4,3,3,4,3,4,4,1,28,None of your business ,3,4,2,7,2
R_cToyN1oEoSRXYVf,Default Response Set,Anonymous,,,73.50.112.239,0,21/02/2017 10:35,21/02/2017 10:46,1,1,6,6,7,7,1,1,1,1,7,2,2,4,7,6,5,4,5,1,4,4,1,5,1,6,3,5,3,4,4,4,3,3,3,2,4,4,4,3,5,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,5,7,3,4,4,4,1,3,3,3,3,2,55,Black,1,5,6,5,1
R_dcmEP3oSUe64uiN,Default Response Set,Anonymous,,,96.246.246.236,0,21/02/2017 10:40,21/02/2017 10:46,1,1,6,6,6,6,2,2,2,2,6,2,2,3,6,2,6,2,6,2,2,4,2,4,2,6,4,3,3,3,4,3,4,2,3,4,3,4,3,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,2,6,6,4,2,4,4,2,2,1,4,4,4,4,,,,4,3,4,1
R_a94rmvm6Ne9vHA9,Default Response Set,Anonymous,,,71.222.157.34,0,21/02/2017 10:39,21/02/2017 10:46,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,1,7,1,7,1,1,1,1,3,1,7,3,2,2,2,3,1,3,1,1,3,1,4,3,3,2,3,3,4,4,4,4,4,3,2,3,3,3,3,3,3,3,4,1,4,7,1,2,4,5,1,1,1,5,4,4,2,41,White,7,1,1,1,1
R_eboQjob1BaUAREx,Default Response Set,Anonymous,,,99.126.168.230,0,21/02/2017 10:42,21/02/2017 10:47,1,1,6,6,6,6,1,2,2,2,6,3,2,5,6,4,5,5,5,3,4,5,3,3,4,5,4,3,3,3,2,4,3,2,3,3,3,4,2,3,2,2,3,3,4,4,4,4,3,1,2,2,3,2,3,2,2,3,3,5,3,5,2,4,4,2,2,2,4,3,3,2,23,Caucasian,2,2,1,4,1
R_0wj1IBsjtaqlJyt,Default Response Set,Anonymous,,,12.15.83.226,0,21/02/2017 10:39,21/02/2017 10:47,1,1,3,3,5,3,5,5,4,4,2,6,6,1,2,2,3,5,7,4,4,5,2,3,4,5,4,3,4,3,4,3,3,3,4,4,2,4,4,4,2,4,4,4,3,3,2,2,1,1,1,1,2,3,2,1,2,1,2,2,2,1,2,2,5,2,2,4,4,4,4,1,50,caucasian,12,6,6,6,3
R_5aSdkkGoqEQp8mp,Default Response Set,Anonymous,,,73.61.13.153,0,21/02/2017 10:40,21/02/2017 10:48,1,1,5,5,6,6,2,1,2,2,6,2,2,4,6,6,4,3,5,3,3,5,2,2,3,5,2,2,2,2,4,3,4,4,3,4,3,3,4,2,2,4,4,4,3,3,2,2,3,3,2,1,3,4,4,4,4,5,6,6,6,3,2,4,4,2,2,2,4,4,4,2,50,American,11,2,2,2,1
R_8d222KcCAnXPVyJ,Default Response Set,Anonymous,,,174.71.41.86,0,21/02/2017 10:42,21/02/2017 10:48,1,1,7,6,7,7,1,1,1,1,7,2,1,5,6,5,5,6,3,1,2,5,1,2,3,6,2,2,2,2,4,4,3,2,2,4,2,4,4,4,2,4,4,4,4,4,3,3,2,1,3,1,2,2,2,3,3,1,1,3,6,6,2,3,4,2,1,1,3,4,4,1,36,White European,5,1,1,2,1
R_0Oi1oNBwdJzJ8oJ,Default Response Set,Anonymous,,,174.51.244.9,0,21/02/2017 10:45,21/02/2017 10:50,1,1,3,2,5,1,5,5,6,6,2,5,3,3,6,6,5,3,5,3,3,2,2,3,3,5,4,2,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,2,1,2,2,2,2,1,2,2,3,2,2,3,5,1,5,5,3,1,4,4,1,1,1,4,3,3,2,36,white,4,4,3,5,2
R_6sN2Q4F27koFnrD,Default Response Set,Anonymous,,,73.248.38.115,0,21/02/2017 10:46,21/02/2017 10:50,1,1,6,5,6,5,2,2,2,1,6,2,1,2,6,6,5,2,6,3,3,6,5,2,3,5,2,4,3,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,3,3,3,2,4,3,2,4,3,3,2,1,1,1,3,7,2,4,4,1,1,1,3,3,2,2,52,white,1,6,6,4,3
R_8Cc1rjcFnLaYb53,Default Response Set,Anonymous,,,75.111.129.228,0,21/02/2017 10:42,21/02/2017 10:51,1,1,2,2,2,1,6,7,6,6,2,2,3,3,5,6,5,5,4,5,4,6,2,1,5,2,4,2,4,3,5,4,4,3,4,4,2,5,1,3,4,5,5,4,2,1,3,2,3,1,4,1,3,2,3,2,4,1,6,1,1,7,2,1,4,5,2,2,2,1,1,1,21,Caucasian,1,6,7,6,3
R_0ijTg0GxIVGVI2x,Default Response Set,Anonymous,,,162.245.50.52,0,21/02/2017 10:46,21/02/2017 10:51,1,1,3,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,4,4,3,5,4,4,4,4,3,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,2,1,1,3,1,4,4,4,3,5,2,2,4,3,3,3,3,3,1,1,18,white,15,6,6,6,3
R_emmWHGY47QKhH9j,Default Response Set,Anonymous,,,184.169.125.223,0,21/02/2017 10:43,21/02/2017 10:51,1,1,5,5,5,5,2,2,2,2,2,1,2,2,7,7,4,4,4,2,2,7,5,2,2,6,3,1,2,2,4,3,4,4,3,4,3,3,3,4,1,4,3,4,3,3,2,2,1,1,1,1,1,3,3,3,3,1,1,1,1,7,1,4,4,1,1,1,1,4,4,2,53,white,11,4,4,4,1
R_eDrVqli5El7reZf,Default Response Set,Anonymous,,,64.83.250.98,0,21/02/2017 10:49,21/02/2017 10:53,1,1,2,1,3,2,6,4,2,2,4,5,5,3,5,6,2,3,2,5,6,5,5,1,5,3,4,1,4,5,5,3,4,4,4,4,4,4,4,4,3,4,4,4,3,2,2,2,2,2,4,1,2,4,2,3,3,5,4,5,7,1,1,3,3,1,1,1,3,3,2,2,39,white,14,5,5,5,2
R_1yR4diJUdIt6i7H,Default Response Set,Anonymous,,,72.92.215.162,0,21/02/2017 10:47,21/02/2017 10:54,1,1,7,6,6,6,2,1,1,2,5,3,3,4,5,3,5,2,4,1,1,5,2,6,2,6,2,2,2,2,3,3,3,4,2,4,3,4,3,4,2,4,4,4,3,3,2,2,2,2,2,3,4,3,3,3,4,4,3,5,6,6,2,4,5,1,1,1,5,5,4,2,98,white,2,2,2,2,1
R_6LscsFqR2YkLb8x,Default Response Set,Anonymous,,,128.210.120.210,0,21/02/2017 10:51,21/02/2017 10:55,1,1,6,6,6,6,1,1,1,1,6,1,1,2,7,5,4,3,4,1,1,6,2,5,2,7,3,3,3,3,4,3,3,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,6,4,2,4,1,1,1,4,4,4,2,29,European American and American Indian,2,4,3,5,2
R_0cgeVj1tXRdLXeZ,Default Response Set,Anonymous,,,67.198.44.90,0,21/02/2017 10:52,21/02/2017 10:55,1,1,6,6,6,6,3,1,1,1,6,1,1,5,6,5,2,4,2,3,5,4,3,2,4,6,2,2,3,4,4,4,4,2,2,4,2,4,3,4,4,4,4,4,3,3,3,3,3,1,2,2,3,3,3,3,3,5,6,6,5,3,2,4,4,2,2,2,4,4,4,2,31,White,9,2,2,2,1
R_9EuZa16Ih4LKpVj,Default Response Set,Anonymous,,,130.126.87.72,0,21/02/2017 10:48,21/02/2017 10:55,1,1,6,3,7,7,2,2,1,1,4,3,1,4,7,5,5,3,3,2,3,5,3,1,3,6,1,1,1,1,4,3,4,1,1,2,1,4,4,1,1,4,4,2,3,4,3,3,5,1,5,1,5,5,5,5,5,2,1,2,2,7,2,4,5,1,1,1,5,5,5,2,49,White,7,4,4,4,4
R_39msf5HHxRnDtQx,Default Response Set,Anonymous,,,80.77.40.48,0,21/02/2017 10:40,21/02/2017 10:55,1,1,2,2,3,3,7,6,7,6,2,4,5,3,3,6,1,5,1,3,3,7,6,5,3,5,3,4,4,2,3,4,5,4,4,2,4,4,3,4,2,2,5,4,3,3,2,1,1,1,2,3,3,5,3,3,3,2,3,2,2,5,2,4,4,2,2,1,2,4,1,1,29,white,7,5,4,7,3
R_6lGbnezSogHQSrj,Default Response Set,Anonymous,,,24.88.110.168,0,21/02/2017 10:45,21/02/2017 10:55,1,1,3,5,4,4,3,3,3,3,4,3,3,5,6,6,4,3,4,4,4,6,5,2,4,4,3,3,2,2,4,3,3,3,2,4,3,4,2,3,2,4,3,4,3,3,2,2,3,2,1,1,2,3,3,3,2,2,1,2,2,7,3,3,4,2,1,1,2,2,2,2,61,White/Caucasian,4,4,3,5,2
R_bjAljvhzDpSSmP3,Default Response Set,Anonymous,,,73.28.206.74,0,21/02/2017 10:50,21/02/2017 10:58,1,1,6,5,6,5,2,2,2,2,6,2,2,5,6,5,6,2,6,3,3,5,4,2,3,5,4,2,4,4,4,4,4,2,4,4,2,4,4,2,4,4,3,4,3,3,2,2,1,1,1,3,2,1,2,2,1,3,2,3,5,5,4,2,4,4,2,1,3,4,4,1,24,White,7,4,4,5,2
R_aXKdNP6pExvGuxf,Default Response Set,Anonymous,,,72.215.171.51,0,21/02/2017 10:55,21/02/2017 10:59,1,1,7,7,7,7,1,1,1,1,7,1,1,6,7,3,5,2,5,2,2,6,3,5,2,6,4,3,2,2,4,4,4,2,2,4,2,4,4,4,2,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,2,2,6,6,5,2,4,4,2,1,1,4,5,4,1,30,white,5,1,1,1,1
R_6S8sIz8tZiOrfTL,Default Response Set,Anonymous,,,173.213.212.235,0,21/02/2017 10:55,21/02/2017 11:01,1,1,4,4,6,6,3,1,1,2,4,5,3,5,4,5,4,4,3,4,3,4,5,2,3,4,4,4,4,5,5,4,4,3,2,4,3,3,4,3,4,3,3,4,4,2,3,3,3,1,2,1,3,1,4,3,5,3,2,4,5,4,2,4,5,2,1,1,3,5,5,2,21,Hispanic,2,3,3,3,1
R_b4pUFRQsI5M97lX,Default Response Set,Anonymous,,,68.35.147.239,0,21/02/2017 10:50,21/02/2017 11:01,1,1,5,4,4,4,5,4,4,4,5,3,5,4,4,3,5,4,3,4,5,5,5,3,4,4,4,3,3,3,4,3,3,4,4,4,4,4,3,3,4,4,3,4,3,2,3,3,2,1,1,1,2,2,2,2,2,4,3,3,3,6,2,3,4,2,2,1,3,3,3,1,69,White American,9,6,6,6,3
R_8fblvDhY3rmjqwR,Default Response Set,Anonymous,,,68.3.142.47,0,21/02/2017 10:54,21/02/2017 11:03,1,1,1,1,1,1,7,7,4,4,1,1,1,7,7,7,4,1,1,4,4,7,7,7,4,4,1,1,4,1,5,1,5,1,1,1,1,1,1,5,1,5,5,5,1,1,1,1,2,2,5,2,2,3,3,3,3,1,1,1,1,7,3,1,4,5,1,3,3,3,2,1,63,Macedonian halfbreed,15,7,7,7,3
R_bJU8XGpWk52RZQx,Default Response Set,Anonymous,,,24.209.48.176,0,21/02/2017 10:55,21/02/2017 11:03,1,1,6,6,7,6,3,1,1,2,7,3,2,6,5,4,6,2,6,2,2,4,3,4,2,4,3,4,4,3,4,3,2,1,1,3,4,4,3,3,4,4,5,3,4,4,3,3,4,1,3,5,3,3,4,5,5,4,1,7,6,1,2,5,5,1,1,2,5,5,5,2,25,Hispanic,5,2,2,1,1
R_6flmT28dWATfBel,Default Response Set,Anonymous,,,70.92.145.87,0,21/02/2017 10:56,21/02/2017 11:03,1,1,5,3,6,5,2,4,4,2,4,2,2,4,5,4,5,2,5,4,3,5,4,2,4,4,4,3,3,3,4,4,4,3,1,4,2,4,2,4,3,4,4,3,3,3,2,2,2,2,3,1,2,4,3,3,4,1,1,1,4,7,2,4,4,1,2,1,2,2,2,2,60,Caucasian / White,3,4,3,5,2
R_abFYL9SlusOOvwV,Default Response Set,Anonymous,,,71.74.16.23,0,21/02/2017 11:00,21/02/2017 11:04,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,6,7,5,2,1,3,6,5,3,1,7,4,2,2,1,2,5,2,4,1,2,2,3,1,2,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,5,5,7,7,3,2,4,5,1,1,1,5,5,5,2,25,White,3,1,1,2,1
R_00KYnLg43oNWyJn,Default Response Set,Anonymous,,,67.10.218.176,0,21/02/2017 10:59,21/02/2017 11:06,1,1,7,7,7,7,2,1,1,1,7,1,2,7,7,6,7,1,4,1,3,4,3,6,1,6,3,3,3,3,4,3,4,2,2,4,3,3,3,2,4,4,3,4,4,4,4,4,4,2,5,4,4,4,4,3,3,4,2,5,5,4,3,4,4,1,2,1,3,3,3,2,58,caucasian,5,1,1,1,1
R_6DtUD33JCxER37f,Default Response Set,Anonymous,,,174.130.5.201,0,21/02/2017 10:57,21/02/2017 11:06,1,1,5,5,6,5,3,3,3,3,4,3,3,3,5,6,2,4,2,5,5,6,6,3,3,5,3,2,3,2,4,2,3,4,2,3,2,4,3,2,2,4,4,2,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,4,4,2,41,native american,4,4,3,4,2
R_78kDlsy27Vh4Txr,Default Response Set,Anonymous,,,73.101.174.97,0,21/02/2017 11:02,21/02/2017 11:09,1,1,7,7,7,7,1,1,1,1,7,1,1,6,7,5,5,2,2,1,2,3,2,6,1,6,4,3,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,5,5,6,1,6,7,1,2,5,5,1,1,1,5,5,5,2,43,Caucasian,3,2,2,1,1
R_b7AuUqR8XMOJNOJ,Default Response Set,Anonymous,,,97.97.249.67,0,21/02/2017 11:00,21/02/2017 11:09,1,1,5,1,7,7,1,7,5,4,5,7,5,7,6,5,4,7,5,5,1,1,4,5,4,6,4,3,4,3,5,5,5,3,4,5,4,5,4,4,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,1,6,5,7,1,1,4,5,4,1,1,5,5,5,2,30,asian american,2,7,7,7,3
R_3L4sMRvhjtRhhMV,Default Response Set,Anonymous,,,162.104.189.247,0,21/02/2017 10:57,21/02/2017 11:09,1,1,6,6,6,6,2,2,6,2,6,2,2,5,7,3,7,2,7,2,2,5,2,3,2,6,3,3,3,3,5,3,4,2,2,4,2,3,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,5,4,4,2,4,5,1,1,2,4,4,4,2,55,caucasion,2,4,4,4,2
R_1HwgaeLlS57TfOl,Default Response Set,Anonymous,,,73.184.186.206,0,21/02/2017 11:04,21/02/2017 11:10,1,1,4,4,5,5,2,3,3,3,5,2,2,6,6,6,6,3,3,3,3,6,3,3,4,4,3,1,3,3,5,5,3,3,2,4,3,3,3,4,4,4,3,4,3,3,3,3,2,1,2,1,2,3,2,2,2,1,1,5,6,6,1,4,4,2,1,1,5,5,5,2,68,AMERICAN CAUCASIAN,2,2,2,2,1
R_9FzCN8yfolAUZxP,Default Response Set,Anonymous,,,183.82.112.112,0,21/02/2017 11:06,21/02/2017 11:10,1,1,4,6,3,5,6,4,4,3,5,5,5,3,6,3,5,6,5,6,5,4,5,6,3,3,2,5,4,4,3,4,2,3,2,4,3,4,3,3,4,2,4,3,2,3,3,2,2,3,3,2,2,4,4,3,4,5,3,4,4,2,2,4,3,3,2,4,3,5,4,1,28,White,2,3,3,3,1
R_4IV1MkEgnOfShHn,Default Response Set,Anonymous,,,71.38.64.232,0,21/02/2017 11:04,21/02/2017 11:10,1,1,5,6,6,5,3,3,3,3,5,5,3,5,3,5,6,3,6,2,4,5,5,4,3,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,2,1,2,4,2,2,3,5,5,3,3,6,1,4,4,2,1,1,4,4,4,1,55,ASIAN,6,6,6,6,3
R_a43i18RPucXDOrX,Default Response Set,Anonymous,,,184.155.107.243,0,21/02/2017 10:59,21/02/2017 11:10,1,1,2,3,4,3,3,3,4,4,5,2,3,3,4,5,4,3,4,5,5,6,5,2,5,3,4,3,4,3,3,4,3,4,4,3,3,2,3,3,3,3,4,3,3,3,3,3,4,3,4,4,3,3,4,3,3,2,2,2,4,2,2,4,3,4,2,2,1,2,2,2,36,causcian,1,6,6,5,3
R_0ifQE7D7ciHfDLf,Default Response Set,Anonymous,,,73.45.77.198,0,21/02/2017 11:07,21/02/2017 11:10,1,1,2,6,5,5,2,2,2,2,6,2,4,4,4,7,4,4,4,2,3,6,3,3,3,5,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,4,3,3,3,3,3,3,4,4,4,4,3,2,2,5,2,5,2,4,4,2,2,2,4,4,2,1,26,white ,2,2,2,2,1
R_5hvsZMciFs5OFyB,Default Response Set,Anonymous,,,67.182.87.91,0,21/02/2017 11:06,21/02/2017 11:10,1,1,7,4,5,6,3,6,6,6,4,6,4,5,4,5,5,4,1,4,5,6,6,5,5,3,2,4,4,3,5,2,3,4,4,3,3,5,2,4,3,5,5,3,4,2,3,4,5,3,3,5,4,4,3,5,2,4,5,3,5,6,2,5,4,4,3,4,3,3,4,1,22,white,1,7,7,7,3
R_0q7c6hgC3nCXqnz,Default Response Set,Anonymous,,,173.209.69.250,0,21/02/2017 11:05,21/02/2017 11:10,1,1,7,7,7,7,1,1,1,1,7,4,1,5,7,2,7,1,7,1,2,1,2,2,2,6,2,2,3,3,4,4,4,1,2,3,3,4,2,3,2,4,4,4,4,4,4,4,4,2,4,3,3,4,3,3,4,1,1,1,2,7,2,4,4,2,1,2,4,3,2,1,57,Hispanic,1,1,1,2,1
R_9sncdjUdoP9Reu1,Default Response Set,Anonymous,,,108.15.30.243,0,21/02/2017 11:04,21/02/2017 11:11,1,1,5,6,7,1,3,3,4,5,5,5,1,5,7,7,3,5,1,1,3,7,3,1,1,7,5,3,5,3,5,1,3,1,4,3,3,3,5,4,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,7,7,5,5,1,5,4,5,2,1,1,5,3,1,2,34,Caucasian,2,7,7,7,3
R_bfiCXEmN3j6fJoV,Default Response Set,Anonymous,,,98.219.127.170,0,21/02/2017 11:03,21/02/2017 11:11,1,1,6,5,7,6,2,2,2,2,5,2,2,5,7,7,7,2,5,5,6,6,6,1,3,3,2,4,4,2,4,4,4,3,2,4,2,4,4,4,2,4,2,4,4,3,3,3,3,1,3,1,4,2,3,3,2,6,2,2,6,6,4,4,4,4,2,2,2,2,2,2,64,white/caucasian,4,6,6,6,3
R_cx4wewY3PVhKxSJ,Default Response Set,Anonymous,,,73.24.103.111,0,21/02/2017 11:13,21/02/2017 11:14,1,1,5,3,5,5,4,6,4,6,5,5,6,6,6,6,6,6,5,5,6,6,5,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,4,4,4,4,4,4,4,4,5,6,6,6,5,4,4,4,4,4,4,4,4,4,2,54,white,2,4,4,4,1
